0 8.728825325589707
1 8.728825325589707
2 2.5138579829807157
3 2.6297183581106456
4 2.897470754726808
5 2.6177000877835694
6 2.592478434537686
7 2.5043520846146823
8 2.5041908994434623
9 2.6135169077483447
10 2.6324713458834057
11 2.5076803044879368
12 2.6134727655002137
13 2.8584558891622556
14 2.4426454802217505
15 2.9822410620397553
16 3.229882031652528
17 3.089582589258453
18 2.7865647793783075
19 2.7336309271502937
20 2.738455793975717
21 2.6264671348741717
22 2.5986609659778064
23 3.132733700024326
24 2.783577779406777
25 2.503910474261511
26 2.681157246250787
27 2.7763778352337427
28 2.575923634819696
29 2.693555742296178
30 2.4375342499828556
31 2.548627469098922
32 2.642020189128869
33 2.5372979819437815
34 2.9421260208503575
35 2.6621221311075214
36 2.6318315275847346
37 2.56471953314009
38 2.7086994450570687
39 2.6946512072756574
40 2.6233193158048387
41 2.5302306424991623
42 2.8407582878238453
43 2.856283748217282
44 2.7832729338048687
45 2.5405980612612207
46 2.5781155918673115
47 2.7544454201517015
48 2.7952620381844206
49 2.496820228156691
50 2.6104361149413555
51 2.6618343845537322
52 2.639525441125273
53 2.6384206901108613
54 2.7549035723144093
55 2.6292301479773985
56 2.6025843699685867
57 2.609363412723533
58 2.5554037464440955
59 2.6369141143954895
60 2.5865562765455192
61 2.7623782323238615
62 2.6126682458116424
63 2.6239730343210645
64 2.631156608326253
65 2.739171038806356
66 2.6440801259601514
67 2.554652418842973
68 2.7626666484724915
69 2.5924599447962087
70 2.4582616497298284
71 2.9609439101656365
72 2.4854797811494427
73 2.8426437208833018
74 2.6410006336780643
75 2.536503353974324
76 2.4965992808934034
77 2.6867203540970177
78 2.653623807662734
79 2.5449461889664677
80 2.589966668073217
81 2.535862087564498
82 2.552740976847359
83 2.484170923607049
84 2.8769776171594996
85 2.49818558184128
86 2.633718675140687
87 2.6063355844850697
88 2.6952050258505587
89 2.6493923756365145
90 2.5036474694551636
91 2.4416016661676436
92 2.5439663926801597
93 2.7816136630622315
94 2.6200474617452456
95 2.5842240626699287
96 2.539620740734113
97 2.596680581411127
98 2.7147370305265217
99 2.875912147709609
100 2.6224059575304404
101 3.1447210232136227
