0 7.423198460371768
1 7.423198460371768
2 8.329276117468266
3 4.20212799293677
4 4.675474979767014
5 4.270667786939094
6 4.547296934261098
7 4.614765816052786
8 4.4337831237723755
9 4.364594156945611
10 4.377570731754173
11 4.2232597034671855
12 4.179953380032574
13 4.190511300918725
14 4.489235153674772
15 4.4441778330430415
16 4.42324561860386
17 4.341839004014715
18 4.519613673441072
19 3.863821552956144
20 4.5436920498802
21 4.18951089642232
22 4.457433799572766
23 4.599450364649599
24 4.491139164326039
25 4.2946011081006
26 4.404400314919064
27 4.070010741937869
28 4.063214032360569
29 4.355246127270306
30 4.371802663739673
31 4.463943235435793
32 4.451862043248044
33 4.282097519553057
34 4.247234493589003
35 4.505791349295708
36 4.350489273505581
37 4.5152880219317835
38 4.364126537272356
39 4.294375258372596
40 4.223931360817408
41 4.662981975657711
42 4.459997776278774
43 4.485088073632742
44 4.513037895977574
45 4.424307554239171
46 4.406539591742671
47 4.239079522048587
48 4.485561910483271
49 4.779743172082379
50 4.500038615416741
51 4.487169156347517
52 4.551412866205541
53 4.209677903530105
54 4.349345740636528
55 4.505187025149042
56 4.4169272770374315
57 4.75506966243233
58 4.421418395273856
59 4.6485990054540105
60 4.309904893929623
61 4.587578157682183
62 4.423301931537727
63 4.375430707174389
64 4.405149203723413
65 4.177696893639275
66 4.540658450381659
67 4.5974952534758025
68 4.337812737842394
69 4.489027456921509
70 4.709011026244341
71 4.39905561370563
72 4.394269564481577
73 4.355981375712348
74 4.4883514669156686
75 4.525996824118546
76 4.5793505139739485
77 4.3774956656177375
78 4.21441764038868
79 4.406424268152415
80 4.473184244933566
81 4.498760524130483
82 4.054309364349715
83 4.322442881366962
84 4.0673599910571685
85 4.337459313713259
86 4.146766317589482
87 4.1764328315908585
88 4.216323286752319
89 4.397893731329794
90 4.080037414576001
91 4.681620766663563
92 4.39366319851531
93 4.3378350800179755
94 4.757123540473707
95 4.2913046994782995
96 4.233270598138792
97 4.514526323279531
98 4.489513511790729
99 4.5481140369408735
100 4.833366016954217
101 4.489075424044121
